"gene_id","gene_name"
"gene-OR4C139|OR4C139","OR4C139"
"gene-LOC119863898|LOC119863898","LOC119863898"
"gene-LOC100683369|LOC100683369","LOC100683369"
"gene-LOC119863872|LOC119863872","LOC119863872"
"gene-OR4C15|OR4C15","OR4C15"
"gene-OR4C59|OR4C59","OR4C59"
"gene-OR4C1|OR4C1","OR4C1"
"gene-OR4C136|OR4C136","OR4C136"
"gene-OR4A15|OR4A15","OR4A15"
"gene-OR4A39|OR4A39","OR4A39"
"gene-OR4A2|OR4A2","OR4A2"
"gene-OR4A47|OR4A47","OR4A47"
"gene-LOC119864128|LOC119864128","LOC119864128"
"gene-OR4A47B|OR4A47B","OR4A47B"
"gene-OR4A47D|OR4A47D","OR4A47D"
"gene-DLA-79|DLA-79","DLA-79"
"gene-OR4A47C|OR4A47C","OR4A47C"
"gene-LOC119863901|LOC119863901","LOC119863901"
"gene-LOC100687863|LOC100687863","LOC100687863"
"gene-OR4S1B|OR4S1B","OR4S1B"
"gene-LOC483612|LOC483612","LOC483612"
"gene-OR4X2|OR4X2","OR4X2"
"gene-OR4B1F|OR4B1F","OR4B1F"
"gene-OR4B1E|OR4B1E","OR4B1E"
"gene-OR4S7|OR4S7","OR4S7"
"gene-PTPRJ|PTPRJ","PTPRJ"
"gene-LOC106559997|LOC106559997","LOC106559997"
"gene-LOC102153953|LOC102153953","LOC102153953"
"gene-NUP160|NUP160","NUP160"
"gene-LOC119864354|LOC119864354","LOC119864354"
"gene-FNBP4|FNBP4","FNBP4"
"gene-AGBL2|AGBL2","AGBL2"
"gene-LOC119864353|LOC119864353","LOC119864353"
"gene-MTCH2|MTCH2","MTCH2"
"gene-LOC119864227|LOC119864227","LOC119864227"
"gene-LOC119864226|LOC119864226","LOC119864226"
"gene-C1QTNF4|C1QTNF4","C1QTNF4"
"gene-FAM180B|FAM180B","FAM180B"
"gene-LOC111090964|LOC111090964","LOC111090964"
"gene-NDUFS3|NDUFS3","NDUFS3"
"gene-KBTBD4|KBTBD4","KBTBD4"
"gene-PTPMT1|PTPMT1","PTPMT1"
"gene-LOC111090965|LOC111090965","LOC111090965"
"gene-CELF1|CELF1","CELF1"
"gene-RAPSN|RAPSN","RAPSN"
"gene-PSMC3|PSMC3","PSMC3"
"gene-SLC39A13|SLC39A13","SLC39A13"
"gene-LOC119869973|LOC119869973","LOC119869973"
"gene-LOC102157137|LOC102157137","LOC102157137"
"gene-SPI1|SPI1","SPI1"
"gene-MYBPC3|MYBPC3","MYBPC3"
"gene-LOC119864322|LOC119864322","LOC119864322"
"gene-MADD|MADD","MADD"
"gene-NR1H3|NR1H3","NR1H3"
"gene-ACP2|ACP2","ACP2"
"gene-DDB2|DDB2","DDB2"
"gene-PACSIN3|PACSIN3","PACSIN3"
"gene-ARFGAP2|ARFGAP2","ARFGAP2"
"gene-C18H11orf49|C18H11orf49","C18H11orf49"
"gene-LOC111090967|LOC111090967","LOC111090967"
"gene-LOC111090968|LOC111090968","LOC111090968"
"gene-LOC119864341|LOC119864341","LOC119864341"
"gene-LOC111090966|LOC111090966","LOC111090966"
"gene-LOC100683717|LOC100683717","LOC100683717"
"gene-LRP4|LRP4","LRP4"
"gene-LOC119864228|LOC119864228","LOC119864228"
"gene-CKAP5|CKAP5","CKAP5"
"gene-LOC119864313|LOC119864313","LOC119864313"
"gene-F2|F2","F2"
"gene-ZNF408|ZNF408","ZNF408"
"gene-ARHGAP1|ARHGAP1","ARHGAP1"
"gene-ATG13|ATG13","ATG13"
"gene-HARBI1|HARBI1","HARBI1"
"gene-AMBRA1|AMBRA1","AMBRA1"
"gene-TRNAK-UUU_9|TRNAK-UUU","TRNAK-UUU"
"gene-LOC119864229|LOC119864229","LOC119864229"
"gene-LOC111090970|LOC111090970","LOC111090970"
"gene-CHRM4|CHRM4","CHRM4"
"gene-MDK|MDK","MDK"
"gene-DGKZ|DGKZ","DGKZ"
"gene-CREB3L1|CREB3L1","CREB3L1"
"gene-LOC102155021|LOC102155021","LOC102155021"
"gene-LOC102155146|LOC102155146","LOC102155146"
"gene-PHF21A|PHF21A","PHF21A"
"gene-LOC111090971|LOC111090971","LOC111090971"
"gene-LOC119864231|LOC119864231","LOC119864231"
"gene-LOC119869970|LOC119869970","LOC119869970"
"gene-LOC102155341|LOC102155341","LOC102155341"
"gene-LOC119864325|LOC119864325","LOC119864325"
"gene-LARGE2|LARGE2","LARGE2"
"gene-PEX16|PEX16","PEX16"
"gene-C18H11orf94|C18H11orf94","C18H11orf94"
"gene-MAPK8IP1|MAPK8IP1","MAPK8IP1"
"gene-LOC102156140|LOC102156140","LOC102156140"
"gene-CRY2|CRY2","CRY2"
"gene-SLC35C1|SLC35C1","SLC35C1"
"gene-MIR8861|MIR8861","MIR8861"
"gene-LOC102156491|LOC102156491","LOC102156491"
"gene-CHST1|CHST1","CHST1"
"gene-LOC119864232|LOC119864232","LOC119864232"
"gene-SYT13|SYT13","SYT13"
"gene-PRDM11|PRDM11","PRDM11"
"gene-LOC102156860|LOC102156860","LOC102156860"
"gene-LOC111090973|LOC111090973","LOC111090973"
"gene-LOC102157084|LOC102157084","LOC102157084"
"gene-TP53I11|TP53I11","TP53I11"
"gene-TSPAN18|TSPAN18","TSPAN18"
"gene-LOC111090976|LOC111090976","LOC111090976"
"gene-LOC111090975|LOC111090975","LOC111090975"
"gene-LOC119864336|LOC119864336","LOC119864336"
"gene-LOC111090821|LOC111090821","LOC111090821"
"gene-ALX4|ALX4","ALX4"
"gene-EXT2|EXT2","EXT2"
"gene-ACCS|ACCS","ACCS"
"gene-PIDD1|PIDD1","PIDD1"
"gene-RPLP2|RPLP2","RPLP2"
"gene-LOC119864308|LOC119864308","LOC119864308"
"gene-PNPLA2|PNPLA2","PNPLA2"
"gene-CRACR2B|CRACR2B","CRACR2B"
"gene-CD151|CD151","CD151"
"gene-POLR2L|POLR2L","POLR2L"
"gene-TSPAN4|TSPAN4","TSPAN4"
"gene-CHID1|CHID1","CHID1"
"gene-AP2A2|AP2A2","AP2A2"
"gene-LOC119869854|LOC119869854","LOC119869854"
"gene-LOC119864314|LOC119864314","LOC119864314"
"gene-LOC100855904|LOC100855904","LOC100855904"
"gene-MUC5AC|MUC5AC","MUC5AC"
"gene-MUC5B|MUC5B","MUC5B"
"gene-TOLLIP|TOLLIP","TOLLIP"
"gene-BRSK2|BRSK2","BRSK2"
"gene-LOC111090977|LOC111090977","LOC111090977"
"gene-MOB2|MOB2","MOB2"
"gene-DUSP8|DUSP8","DUSP8"
"gene-LOC119864239|LOC119864239","LOC119864239"
"gene-LOC106560001|LOC106560001","LOC106560001"
"gene-LOC111090979|LOC111090979","LOC111090979"
"gene-IFITM10|IFITM10","IFITM10"
"gene-CTSD|CTSD","CTSD"
"gene-LOC106559977|LOC106559977","LOC106559977"
"gene-LOC119864244|LOC119864244","LOC119864244"
"gene-SYT8|SYT8","SYT8"
"gene-TNNI2|TNNI2","TNNI2"
"gene-LSP1|LSP1","LSP1"
"gene-LOC102153419|LOC102153419","LOC102153419"
"gene-TNNT3|TNNT3","TNNT3"
"gene-MRPL23|MRPL23","MRPL23"
"gene-H19|H19","H19"
"gene-LOC111090823|LOC111090823","LOC111090823"
"gene-IGF2|IGF2","IGF2"
"gene-MIR483|MIR483","MIR483"
"gene-LOC111090849|LOC111090849","LOC111090849"
"gene-INS|INS","INS"
"gene-TH|TH","TH"
"gene-ASCL2|ASCL2","ASCL2"
"gene-TSPAN32|TSPAN32","TSPAN32"
"gene-CD81|CD81","CD81"
"gene-TSSC4|TSSC4","TSSC4"
"gene-TRPM5|TRPM5","TRPM5"
"gene-KCNQ1|KCNQ1","KCNQ1"
"gene-LOC119864243|LOC119864243","LOC119864243"
"gene-MIR8859A|MIR8859A","MIR8859A"
"gene-MIR8859B|MIR8859B","MIR8859B"
"gene-CDKN1C|CDKN1C","CDKN1C"
"gene-LOC119864236|LOC119864236","LOC119864236"
"gene-SLC22A18|SLC22A18","SLC22A18"
"gene-PHLDA2|PHLDA2","PHLDA2"
"gene-NAP1L4|NAP1L4","NAP1L4"
"gene-LOC119864312|LOC119864312","LOC119864312"
"gene-LOC102155128|LOC102155128","LOC102155128"
"gene-CARS1|CARS1","CARS1"
"gene-LOC119864242|LOC119864242","LOC119864242"
"gene-LOC100688321|LOC100688321","LOC100688321"
"gene-OSBPL5|OSBPL5","OSBPL5"
"gene-LOC119864241|LOC119864241","LOC119864241"
"gene-MRGPRG|MRGPRG","MRGPRG"
"gene-MIR8860|MIR8860","MIR8860"
"gene-LOC102155623|LOC102155623","LOC102155623"
"gene-LOC111090983|LOC111090983","LOC111090983"
"gene-MGRH|MGRH","MGRH"
"gene-NADSYN1|NADSYN1","NADSYN1"
"gene-DHCR7|DHCR7","DHCR7"
"gene-LOC483676|LOC483676","LOC483676"
"gene-SHANK2|SHANK2","SHANK2"
"gene-LOC119864245|LOC119864245","LOC119864245"
"gene-LOC119864240|LOC119864240","LOC119864240"
"gene-LOC111090984|LOC111090984","LOC111090984"
"gene-CTTN|CTTN","CTTN"
"gene-LOC119864246|LOC119864246","LOC119864246"
"gene-PPFIA1|PPFIA1","PPFIA1"
"gene-FADD|FADD","FADD"
"gene-LOC119864247|LOC119864247","LOC119864247"
"gene-ANO1|ANO1","ANO1"
"gene-LOC119864248|LOC119864248","LOC119864248"
"gene-LOC111090985|LOC111090985","LOC111090985"
"gene-LOC119864137|LOC119864137","LOC119864137"
"gene-LOC111090986|LOC111090986","LOC111090986"
"gene-FGF3|FGF3","FGF3"
"gene-FGF4|FGF4","FGF4"
"gene-FGF19|FGF19","FGF19"
"gene-LOC102157232|LOC102157232","LOC102157232"
"gene-LTO1|LTO1","LTO1"
"gene-CCND1|CCND1","CCND1"
"gene-LOC102157321|LOC102157321","LOC102157321"
"gene-LOC111090987|LOC111090987","LOC111090987"
"gene-LOC119864251|LOC119864251","LOC119864251"
"gene-SMIM38|SMIM38","SMIM38"
"gene-LOC119864250|LOC119864250","LOC119864250"
"gene-TPCN2|TPCN2","TPCN2"
"gene-LOC102151204|LOC102151204","LOC102151204"
"gene-MRGPRF|MRGPRF","MRGPRF"
"gene-MRGPRD|MRGPRD","MRGPRD"
"gene-LOC111090988|LOC111090988","LOC111090988"
"gene-IGHMBP2|IGHMBP2","IGHMBP2"
"gene-LOC111090989|LOC111090989","LOC111090989"
"gene-MRPL21|MRPL21","MRPL21"
"gene-LOC102151880|LOC102151880","LOC102151880"
"gene-CPT1A|CPT1A","CPT1A"
"gene-TESMIN|TESMIN","TESMIN"
"gene-LOC119864260|LOC119864260","LOC119864260"
"gene-GAL|GAL","GAL"
"gene-LOC119864261|LOC119864261","LOC119864261"
"gene-PPP6R3|PPP6R3","PPP6R3"
"gene-LRP5|LRP5","LRP5"
"gene-C18H11orf24|C18H11orf24","C18H11orf24"
"gene-KMT5B|KMT5B","KMT5B"
"gene-LOC100688467|LOC100688467","LOC100688467"
"gene-LOC111090990|LOC111090990","LOC111090990"
"gene-CHKA|CHKA","CHKA"
"gene-TCIRG1|TCIRG1","TCIRG1"
"gene-NDUFS8|NDUFS8","NDUFS8"
"gene-ALDH3B1|ALDH3B1","ALDH3B1"
"gene-UNC93B1|UNC93B1","UNC93B1"
"gene-LOC611806|LOC611806","LOC611806"
"gene-ACY3|ACY3","ACY3"
"gene-TBX10|TBX10","TBX10"
"gene-NUDT8|NUDT8","NUDT8"
"gene-LOC611813|LOC611813","LOC611813"
"gene-NDUFV1|NDUFV1","NDUFV1"
"gene-GSTP1|GSTP1","GSTP1"
"gene-LOC476006|LOC476006","LOC476006"
"gene-CABP2|CABP2","CABP2"
"gene-LOC111090991|LOC111090991","LOC111090991"
"gene-CDK2AP2|CDK2AP2","CDK2AP2"
"gene-PITPNM1|PITPNM1","PITPNM1"
"gene-AIP|AIP","AIP"
"gene-LOC111090992|LOC111090992","LOC111090992"
"gene-TMEM134|TMEM134","TMEM134"
"gene-CABP4|CABP4","CABP4"
"gene-GPR152|GPR152","GPR152"
"gene-CORO1B|CORO1B","CORO1B"
"gene-LOC106557461|LOC106557461","LOC106557461"
"gene-RPS6KB2|RPS6KB2","RPS6KB2"
"gene-CARNS1|CARNS1","CARNS1"
"gene-TBC1D10C|TBC1D10C","TBC1D10C"
"gene-PPP1CA|PPP1CA","PPP1CA"
"gene-RAD9A|RAD9A","RAD9A"
"gene-CLCF1|CLCF1","CLCF1"
"gene-LOC611847|LOC611847","LOC611847"
"gene-LOC102155380|LOC102155380","LOC102155380"
"gene-LOC102155342|LOC102155342","LOC102155342"
"gene-SSH3|SSH3","SSH3"
"gene-ANKRD13D|ANKRD13D","ANKRD13D"
"gene-GRK2|GRK2","GRK2"
"gene-KDM2A|KDM2A","KDM2A"
"gene-LOC119864263|LOC119864263","LOC119864263"
"gene-RHOD|RHOD","RHOD"
"gene-SYT12|SYT12","SYT12"
"gene-LOC119864140|LOC119864140","LOC119864140"
"gene-C18H11orf86|C18H11orf86","C18H11orf86"
"gene-PC|PC","PC"
"gene-LOC111090994|LOC111090994","LOC111090994"
"gene-LRFN4|LRFN4","LRFN4"
"gene-RCE1|RCE1","RCE1"
"gene-C18H11orf80|C18H11orf80","C18H11orf80"
"gene-LOC102157139|LOC102157139","LOC102157139"
"gene-SPTBN2|SPTBN2","SPTBN2"
"gene-RBM4B|RBM4B","RBM4B"
"gene-RBM14|RBM14","RBM14"
"gene-LOC106559991|LOC106559991","LOC106559991"
"gene-CCS|CCS","CCS"
"gene-CCDC87|CCDC87","CCDC87"
"gene-CTSF|CTSF","CTSF"
"gene-ACTN3|ACTN3","ACTN3"
"gene-ZDHHC24|ZDHHC24","ZDHHC24"
"gene-LOC111090996|LOC111090996","LOC111090996"
"gene-BBS1|BBS1","BBS1"
"gene-DPP3|DPP3","DPP3"
"gene-LOC119864264|LOC119864264","LOC119864264"
"gene-PELI3|PELI3","PELI3"
"gene-MRPL11|MRPL11","MRPL11"
"gene-LOC119864345|LOC119864345","LOC119864345"
"gene-NPAS4|NPAS4","NPAS4"
"gene-SLC29A2|SLC29A2","SLC29A2"
"gene-TRNAS-GCU_2|TRNAS-GCU","TRNAS-GCU"
"gene-B4GAT1|B4GAT1","B4GAT1"
"gene-BRMS1|BRMS1","BRMS1"
"gene-RIN1|RIN1","RIN1"
"gene-CD248|CD248","CD248"
"gene-LOC119864309|LOC119864309","LOC119864309"
"gene-TMEM151A|TMEM151A","TMEM151A"
"gene-YIF1A|YIF1A","YIF1A"
"gene-CNIH2|CNIH2","CNIH2"
"gene-RAB1B|RAB1B","RAB1B"
"gene-KLC2|KLC2","KLC2"
"gene-PACS1|PACS1","PACS1"
"gene-SF3B2|SF3B2","SF3B2"
"gene-GAL3ST3|GAL3ST3","GAL3ST3"
"gene-LOC119864265|LOC119864265","LOC119864265"
"gene-LOC102156461|LOC102156461","LOC102156461"
"gene-CATSPER1|CATSPER1","CATSPER1"
"gene-CST6|CST6","CST6"
"gene-LOC102154363|LOC102154363","LOC102154363"
"gene-BANF1|BANF1","BANF1"
"gene-EIF1AD|EIF1AD","EIF1AD"
"gene-LOC119864335|LOC119864335","LOC119864335"
"gene-SART1|SART1","SART1"
"gene-LOC119864267|LOC119864267","LOC119864267"
"gene-TSGA10IP|TSGA10IP","TSGA10IP"
"gene-LOC102154413|LOC102154413","LOC102154413"
"gene-LOC100684433|LOC100684433","LOC100684433"
"gene-LOC100686690|LOC100686690","LOC100686690"
"gene-DRAP1|DRAP1","DRAP1"
"gene-C18H11orf68|C18H11orf68","C18H11orf68"
"gene-FOSL1|FOSL1","FOSL1"
"gene-CCDC85B|CCDC85B","CCDC85B"
"gene-FIBP|FIBP","FIBP"
"gene-CTSW|CTSW","CTSW"
"gene-LOC102154860|LOC102154860","LOC102154860"
"gene-EFEMP2|EFEMP2","EFEMP2"
"gene-MUS81|MUS81","MUS81"
"gene-CFL1|CFL1","CFL1"
"gene-SNX32|SNX32","SNX32"
"gene-LOC102155880|LOC102155880","LOC102155880"
"gene-OVOL1|OVOL1","OVOL1"
"gene-AP5B1|AP5B1","AP5B1"
"gene-LOC611989|LOC611989","LOC611989"
"gene-RNASEH2C|RNASEH2C","RNASEH2C"
"gene-KAT5|KAT5","KAT5"
"gene-LOC111090998|LOC111090998","LOC111090998"
"gene-RELA|RELA","RELA"
"gene-LOC111090999|LOC111090999","LOC111090999"
"gene-SIPA1|SIPA1","SIPA1"
"gene-PCNX3|PCNX3","PCNX3"
"gene-MAP3K11|MAP3K11","MAP3K11"
"gene-KCNK7|KCNK7","KCNK7"
"gene-EHBP1L1|EHBP1L1","EHBP1L1"
"gene-LOC111091000|LOC111091000","LOC111091000"
"gene-FAM89B|FAM89B","FAM89B"
"gene-ZNRD2|ZNRD2","ZNRD2"
"gene-LTBP3|LTBP3","LTBP3"
"gene-SCYL1|SCYL1","SCYL1"
"gene-MIR8858|MIR8858","MIR8858"
"gene-LOC111091003|LOC111091003","LOC111091003"
"gene-LOC111091002|LOC111091002","LOC111091002"
"gene-LOC102152016|LOC102152016","LOC102152016"
"gene-LOC111090828|LOC111090828","LOC111090828"
"gene-LOC102152134|LOC102152134","LOC102152134"
"gene-FRMD8|FRMD8","FRMD8"
"gene-LOC119864271|LOC119864271","LOC119864271"
"gene-SLC25A45|SLC25A45","SLC25A45"
"gene-LOC111091004|LOC111091004","LOC111091004"
"gene-TIGD3|TIGD3","TIGD3"
"gene-DPF2|DPF2","DPF2"
"gene-CDC42EP2|CDC42EP2","CDC42EP2"
"gene-POLA2|POLA2","POLA2"
"gene-LOC612036|LOC612036","LOC612036"
"gene-LOC612044|LOC612044","LOC612044"
"gene-CAPN1|CAPN1","CAPN1"
"gene-SPDYC|SPDYC","SPDYC"
"gene-SYVN1|SYVN1","SYVN1"
"gene-MRPL49|MRPL49","MRPL49"
"gene-FAU|FAU","FAU"
"gene-ZNHIT2|ZNHIT2","ZNHIT2"
"gene-TM7SF2|TM7SF2","TM7SF2"
"gene-VPS51|VPS51","VPS51"
"gene-TMEM262|TMEM262","TMEM262"
"gene-ZFPL1|ZFPL1","ZFPL1"
"gene-CDCA5|CDCA5","CDCA5"
"gene-NAALADL1|NAALADL1","NAALADL1"
"gene-SAC3D1|SAC3D1","SAC3D1"
"gene-SNX15|SNX15","SNX15"
"gene-LOC119864351|LOC119864351","LOC119864351"
"gene-ARL2|ARL2","ARL2"
"gene-BATF2|BATF2","BATF2"
"gene-LOC111090829|LOC111090829","LOC111090829"
"gene-GPHA2|GPHA2","GPHA2"
"gene-PPP2R5B|PPP2R5B","PPP2R5B"
"gene-ATG2A|ATG2A","ATG2A"
"gene-LOC102155550|LOC102155550","LOC102155550"
"gene-MIR192|MIR192","MIR192"
"gene-EHD1|EHD1","EHD1"
"gene-CDC42BPG|CDC42BPG","CDC42BPG"
"gene-MEN1|MEN1","MEN1"
"gene-MAP4K2|MAP4K2","MAP4K2"
"gene-SF1|SF1","SF1"
"gene-PYGM|PYGM","PYGM"
"gene-RASGRP2|RASGRP2","RASGRP2"
"gene-NRXN2|NRXN2","NRXN2"
"gene-LOC102151513|LOC102151513","LOC102151513"
"gene-LOC119869859|LOC119869859","LOC119869859"
"gene-SLC22A12|SLC22A12","SLC22A12"
"gene-SLC22A11|SLC22A11","SLC22A11"
"gene-RPS6KA4|RPS6KA4","RPS6KA4"
"gene-CCDC88B|CCDC88B","CCDC88B"
"gene-PRDX5|PRDX5","PRDX5"
"gene-TRMT112|TRMT112","TRMT112"
"gene-ESRRA|ESRRA","ESRRA"
"gene-CATSPERZ|CATSPERZ","CATSPERZ"
"gene-KCNK4|KCNK4","KCNK4"
"gene-GPR137|GPR137","GPR137"
"gene-BAD|BAD","BAD"
"gene-PLCB3|PLCB3","PLCB3"
"gene-PPP1R14B|PPP1R14B","PPP1R14B"
"gene-FKBP2|FKBP2","FKBP2"
"gene-LOC119864272|LOC119864272","LOC119864272"
"gene-VEGFB|VEGFB","VEGFB"
"gene-DNAJC4|DNAJC4","DNAJC4"
"gene-NUDT22|NUDT22","NUDT22"
"gene-TRPT1|TRPT1","TRPT1"
"gene-FERMT3|FERMT3","FERMT3"
"gene-STIP1|STIP1","STIP1"
"gene-MACROD1|MACROD1","MACROD1"
"gene-FLRT1|FLRT1","FLRT1"
"gene-LOC119864274|LOC119864274","LOC119864274"
"gene-LOC119864273|LOC119864273","LOC119864273"
"gene-OTUB1|OTUB1","OTUB1"
"gene-COX8A|COX8A","COX8A"
"gene-NAA40|NAA40","NAA40"
"gene-LOC119864327|LOC119864327","LOC119864327"
"gene-RCOR2|RCOR2","RCOR2"
"gene-MARK2|MARK2","MARK2"
"gene-LOC111091006|LOC111091006","LOC111091006"
"gene-LOC111091007|LOC111091007","LOC111091007"
"gene-SPINDOC|SPINDOC","SPINDOC"
"gene-LOC100686822|LOC100686822","LOC100686822"
"gene-C18H11orf95|C18H11orf95","C18H11orf95"
"gene-RTN3|RTN3","RTN3"
"gene-ATL3|ATL3","ATL3"
"gene-LOC102155220|LOC102155220","LOC102155220"
"gene-PLAAT3|PLAAT3","PLAAT3"
"gene-LOC100687226|LOC100687226","LOC100687226"
"gene-PLAAT4|PLAAT4","PLAAT4"
"gene-LOC111091009|LOC111091009","LOC111091009"
"gene-LGALS12|LGALS12","LGALS12"
"gene-PLAAT5|PLAAT5","PLAAT5"
"gene-LOC476047|LOC476047","LOC476047"
"gene-LOC111090855|LOC111090855","LOC111090855"
"gene-SLC22A10|SLC22A10","SLC22A10"
"gene-LOC102156756|LOC102156756","LOC102156756"
"gene-LOC102156685|LOC102156685","LOC102156685"
"gene-LOC106559979|LOC106559979","LOC106559979"
"gene-LOC100687723|LOC100687723","LOC100687723"
"gene-LOC612175|LOC612175","LOC612175"
"gene-LOC102157191|LOC102157191","LOC102157191"
"gene-SLC22A8|SLC22A8","SLC22A8"
"gene-SLC22A6|SLC22A6","SLC22A6"
"gene-CHRM1|CHRM1","CHRM1"
"gene-LOC119864276|LOC119864276","LOC119864276"
"gene-SLC3A2|SLC3A2","SLC3A2"
"gene-LOC119864319|LOC119864319","LOC119864319"
"gene-LOC119864318|LOC119864318","LOC119864318"
"gene-LOC119864359|LOC119864359","LOC119864359"
"gene-LOC119864358|LOC119864358","LOC119864358"
"gene-LOC119864357|LOC119864357","LOC119864357"
"gene-LOC119864306|LOC119864306","LOC119864306"
"gene-LOC119864355|LOC119864355","LOC119864355"
"gene-LOC119864360|LOC119864360","LOC119864360"
"gene-LOC119864361|LOC119864361","LOC119864361"
"gene-LOC100688091|LOC100688091","LOC100688091"
"gene-WDR74|WDR74","WDR74"
"gene-LOC119864278|LOC119864278","LOC119864278"
"gene-STX5|STX5","STX5"
"gene-NXF1|NXF1","NXF1"
"gene-LOC119864280|LOC119864280","LOC119864280"
"gene-TMEM223|TMEM223","TMEM223"
"gene-TMEM179B|TMEM179B","TMEM179B"
"gene-TAF6L|TAF6L","TAF6L"
"gene-POLR2G|POLR2G","POLR2G"
"gene-ZBTB3|ZBTB3","ZBTB3"
"gene-TTC9C|TTC9C","TTC9C"
"gene-HNRNPUL2|HNRNPUL2","HNRNPUL2"
"gene-GNG3|GNG3","GNG3"
"gene-BSCL2|BSCL2","BSCL2"
"gene-LRRN4CL|LRRN4CL","LRRN4CL"
"gene-UBXN1|UBXN1","UBXN1"
"gene-UQCC3|UQCC3","UQCC3"
"gene-CSKMT|CSKMT","CSKMT"
"gene-LOC119864307|LOC119864307","LOC119864307"
"gene-C18H11orf98|C18H11orf98","C18H11orf98"
"gene-INTS5|INTS5","INTS5"
"gene-GANAB|GANAB","GANAB"
"gene-B3GAT3|B3GAT3","B3GAT3"
"gene-ROM1|ROM1","ROM1"
"gene-EML3|EML3","EML3"
"gene-MTA2|MTA2","MTA2"
"gene-LOC119864282|LOC119864282","LOC119864282"
"gene-TUT1|TUT1","TUT1"
"gene-LOC111091013|LOC111091013","LOC111091013"
"gene-EEF1G|EEF1G","EEF1G"
"gene-LOC111091012|LOC111091012","LOC111091012"
"gene-AHNAK|AHNAK","AHNAK"
"gene-SCGB1A1|SCGB1A1","SCGB1A1"
"gene-LOC111091014|LOC111091014","LOC111091014"
"gene-ASRGL1|ASRGL1","ASRGL1"
"gene-LOC102151206|LOC102151206","LOC102151206"
"gene-SCGB2A2|SCGB2A2","SCGB2A2"
"gene-LOC100687441|LOC100687441","LOC100687441"
"gene-INCENP|INCENP","INCENP"
"gene-LOC119864283|LOC119864283","LOC119864283"
"gene-LOC119864343|LOC119864343","LOC119864343"
"gene-LOC100855928|LOC100855928","LOC100855928"
"gene-LOC106559988|LOC106559988","LOC106559988"
"gene-LOC119864142|LOC119864142","LOC119864142"
"gene-LOC403631|LOC403631","LOC403631"
"gene-BEST1|BEST1","BEST1"
"gene-RAB3IL1|RAB3IL1","RAB3IL1"
"gene-FADS3|FADS3","FADS3"
"gene-FADS2|FADS2","FADS2"
"gene-LOC111091016|LOC111091016","LOC111091016"
"gene-LOC100856625|LOC100856625","LOC100856625"
"gene-LOC111091015|LOC111091015","LOC111091015"
"gene-FADS1|FADS1","FADS1"
"gene-FEN1|FEN1","FEN1"
"gene-TMEM258|TMEM258","TMEM258"
"gene-MYRF|MYRF","MYRF"
"gene-DAGLA|DAGLA","DAGLA"
"gene-LOC119864143|LOC119864143","LOC119864143"
"gene-SYT7|SYT7","SYT7"
"gene-LRRC10B|LRRC10B","LRRC10B"
"gene-PPP1R32|PPP1R32","PPP1R32"
"gene-LOC119864144|LOC119864144","LOC119864144"
"gene-SDHAF2|SDHAF2","SDHAF2"
"gene-CPSF7|CPSF7","CPSF7"
"gene-TMEM216|TMEM216","TMEM216"
"gene-TMEM138|TMEM138","TMEM138"
"gene-CYB561A3|CYB561A3","CYB561A3"
"gene-TKFC|TKFC","TKFC"
"gene-DDB1|DDB1","DDB1"
"gene-VWCE|VWCE","VWCE"
"gene-PGA|PGA","PGA"
"gene-LOC483802|LOC483802","LOC483802"
"gene-VPS37C|VPS37C","VPS37C"
"gene-CD5|CD5","CD5"
"gene-CD6|CD6","CD6"
"gene-SLC15A3|SLC15A3","SLC15A3"
"gene-TMEM132A|TMEM132A","TMEM132A"
"gene-TMEM109|TMEM109","TMEM109"
"gene-PRPF19|PRPF19","PRPF19"
"gene-ZP1|ZP1","ZP1"
"gene-PTGDR2|PTGDR2","PTGDR2"
"gene-CCDC86|CCDC86","CCDC86"
"gene-LOC119864286|LOC119864286","LOC119864286"
"gene-MS4A15|MS4A15","MS4A15"
"gene-LOC100685728|LOC100685728","LOC100685728"
"gene-LOC102154218|LOC102154218","LOC102154218"
"gene-LOC102154648|LOC102154648","LOC102154648"
"gene-MS4A13|MS4A13","MS4A13"
"gene-LOC100685183|LOC100685183","LOC100685183"
"gene-GAB1|GAB1","GAB1"
"gene-LOC102153761|LOC102153761","LOC102153761"
"gene-LOC111091038|LOC111091038","LOC111091038"
"gene-LOC119864424|LOC119864424","LOC119864424"
"gene-USP38|USP38","USP38"
"gene-LOC119864535|LOC119864535","LOC119864535"
"gene-LOC119870008|LOC119870008","LOC119870008"
"gene-LOC119864555|LOC119864555","LOC119864555"
"gene-INPP4B|INPP4B","INPP4B"
"gene-LOC111091084|LOC111091084","LOC111091084"
"gene-LOC111091085|LOC111091085","LOC111091085"
"gene-LOC119864522|LOC119864522","LOC119864522"
"gene-LOC111091039|LOC111091039","LOC111091039"
"gene-IL15|IL15","IL15"
"gene-LOC111091040|LOC111091040","LOC111091040"
"gene-LOC111091041|LOC111091041","LOC111091041"
"gene-LOC100685201|LOC100685201","LOC100685201"
"gene-ZNF330|ZNF330","ZNF330"
"gene-LOC119864426|LOC119864426","LOC119864426"
"gene-RNF150|RNF150","RNF150"
"gene-LOC111091086|LOC111091086","LOC111091086"
"gene-LOC111091043|LOC111091043","LOC111091043"
